ID	Relation	Parent	Term	Ontology	Parent.Term
GO:0000807	isa	GO:0000803	Z chromosome	CC	sex chromosome
GO:0000808	part of	GO:0005694	origin recognition complex	CC	chromosome
GO:0000808	isa	GO:0032991	origin recognition complex	CC	protein-containing complex
GO:0000809	isa	GO:0000808	cytoplasmic origin of replication recognition complex	CC	origin recognition complex
GO:0000809	part of	GO:0005737	cytoplasmic origin of replication recognition complex	CC	cytoplasm
GO:0000811	part of	GO:0000228	GINS complex	CC	nuclear chromosome
GO:0000811	isa	GO:0031261	GINS complex	CC	DNA replication preinitiation complex
GO:0000812	isa	GO:0000118	Swr1 complex	CC	histone deacetylase complex
GO:0000812	part of	GO:0000228	Swr1 complex	CC	nuclear chromosome
GO:0000812	isa	GO:0097346	Swr1 complex	CC	INO80-type complex
GO:0000813	part of	GO:0010008	ESCRT I complex	CC	endosome membrane
GO:0000813	isa	GO:0036452	ESCRT I complex	CC	ESCRT complex
GO:0000813	isa	GO:0098796	ESCRT I complex	CC	membrane protein complex
GO:0000814	part of	GO:0010008	ESCRT II complex	CC	endosome membrane
GO:0000814	isa	GO:0036452	ESCRT II complex	CC	ESCRT complex
GO:0000814	isa	GO:0098796	ESCRT II complex	CC	membrane protein complex
GO:0000815	part of	GO:0010008	ESCRT III complex	CC	endosome membrane
GO:0000815	isa	GO:0036452	ESCRT III complex	CC	ESCRT complex
GO:0000815	isa	GO:0098796	ESCRT III complex	CC	membrane protein complex
GO:0000817	part of	GO:0000228	COMA complex	CC	nuclear chromosome
GO:0000817	part of	GO:0000776	COMA complex	CC	kinetochore
GO:0000817	isa	GO:0140513	COMA complex	CC	nuclear protein-containing complex
GO:0000835	isa	GO:0000153	ER ubiquitin ligase complex	CC	cytoplasmic ubiquitin ligase complex
GO:0000835	part of	GO:0005789	ER ubiquitin ligase complex	CC	endoplasmic reticulum membrane
GO:0000835	isa	GO:0098796	ER ubiquitin ligase complex	CC	membrane protein complex
GO:0000835	isa	GO:0140534	ER ubiquitin ligase complex	CC	endoplasmic reticulum protein-containing complex
GO:0000836	isa	GO:0000835	Hrd1p ubiquitin ligase complex	CC	ER ubiquitin ligase complex
GO:0000837	isa	GO:0000835	Doa10p ubiquitin ligase complex	CC	ER ubiquitin ligase complex
GO:0000838	isa	GO:0000836	Hrd1p ubiquitin ligase ERAD-M complex	CC	Hrd1p ubiquitin ligase complex
GO:0000839	isa	GO:0000836	Hrd1p ubiquitin ligase ERAD-L complex	CC	Hrd1p ubiquitin ligase complex
GO:0000922	part of	GO:0005819	spindle pole	CC	spindle
GO:0000922	isa	GO:0110165	spindle pole	CC	cellular anatomical entity
GO:0000923	isa	GO:0005815	equatorial microtubule organizing center	CC	microtubule organizing center
GO:0000923	part of	GO:0032153	equatorial microtubule organizing center	CC	cell division site
GO:0000930	part of	GO:0005815	gamma-tubulin complex	CC	microtubule organizing center
GO:0000930	isa	GO:0032991	gamma-tubulin complex	CC	protein-containing complex
GO:0000931	isa	GO:0000930	gamma-tubulin ring complex	CC	gamma-tubulin complex
GO:0000932	isa	GO:0036464	P-body	CC	cytoplasmic ribonucleoprotein granule
GO:0000933	isa	GO:0030428	adventitious septum	CC	cell septum
GO:0000934	isa	GO:0030428	porous cell septum	CC	cell septum
GO:0000935	isa	GO:0030428	division septum	CC	cell septum
GO:0000935	part of	GO:0032153	division septum	CC	cell division site
GO:0000936	isa	GO:0000935	primary cell septum	CC	division septum
GO:0000937	isa	GO:0000934	dolipore septum	CC	porous cell septum
GO:0000938	part of	GO:0005794	GARP complex	CC	Golgi apparatus
GO:0000938	part of	GO:0031410	GARP complex	CC	cytoplasmic vesicle
GO:0000938	isa	GO:0099023	GARP complex	CC	vesicle tethering complex
GO:0000939	part of	GO:0000776	inner kinetochore	CC	kinetochore
GO:0000939	isa	GO:0032991	inner kinetochore	CC	protein-containing complex
GO:0000940	part of	GO:0000776	outer kinetochore	CC	kinetochore
GO:0000940	isa	GO:0032991	outer kinetochore	CC	protein-containing complex
GO:0000943	part of	GO:0005634	retrotransposon nucleocapsid	CC	nucleus
GO:0000943	isa	GO:0110165	retrotransposon nucleocapsid	CC	cellular anatomical entity
GO:0000974	isa	GO:0032991	Prp19 complex	CC	protein-containing complex
GO:0001114	isa	GO:0032991	protein-DNA-RNA complex	CC	protein-containing complex
GO:0001400	part of	GO:0005937	mating projection base	CC	mating projection
GO:0001400	isa	GO:0110165	mating projection base	CC	cellular anatomical entity
GO:0001401	isa	GO:0005742	SAM complex	CC	mitochondrial outer membrane translocase complex
GO:0001405	part of	GO:0005744	PAM complex, Tim23 associated import motor	CC	TIM23 mitochondrial import inner membrane translocase complex
GO:0001405	part of	GO:0005759	PAM complex, Tim23 associated import motor	CC	mitochondrial matrix
GO:0001405	isa	GO:0098800	PAM complex, Tim23 associated import motor	CC	inner mitochondrial membrane protein complex
GO:0001411	isa	GO:0030427	hyphal tip	CC	site of polarized growth
GO:0001411	isa	GO:0051286	hyphal tip	CC	cell tip
GO:0001518	isa	GO:0034706	voltage-gated sodium channel complex	CC	sodium channel complex
GO:0001518	isa	GO:0098797	voltage-gated sodium channel complex	CC	plasma membrane protein complex
GO:0001520	part of	GO:0036126	outer dense fiber	CC	sperm flagellum
GO:0001520	isa	GO:0099513	outer dense fiber	CC	polymeric cytoskeletal fiber
GO:0001527	part of	GO:0031012	microfibril	CC	extracellular matrix
GO:0001527	isa	GO:0099512	microfibril	CC	supramolecular fiber
GO:0001533	isa	GO:0005886	cornified envelope	CC	plasma membrane
GO:0001534	part of	GO:0005930	radial spoke	CC	axoneme
GO:0001534	isa	GO:0032991	radial spoke	CC	protein-containing complex
GO:0001535	part of	GO:0001534	radial spoke head	CC	radial spoke
GO:0001535	isa	GO:0032991	radial spoke head	CC	protein-containing complex
GO:0001536	part of	GO:0001534	radial spoke stalk	CC	radial spoke
GO:0001536	isa	GO:0032991	radial spoke stalk	CC	protein-containing complex
GO:0001650	part of	GO:0005730	fibrillar center	CC	nucleolus
GO:0001650	isa	GO:0110165	fibrillar center	CC	cellular anatomical entity
GO:0001651	part of	GO:0005730	dense fibrillar component	CC	nucleolus
GO:0001651	isa	GO:0110165	dense fibrillar component	CC	cellular anatomical entity
GO:0001652	part of	GO:0005730	granular component	CC	nucleolus
GO:0001652	isa	GO:0110165	granular component	CC	cellular anatomical entity
GO:0001669	isa	GO:0030141	acrosomal vesicle	CC	secretory granule
GO:0001673	isa	GO:0043073	male germ cell nucleus	CC	germ cell nucleus
GO:0001674	isa	GO:0043073	female germ cell nucleus	CC	germ cell nucleus
GO:0001725	isa	GO:0042641	stress fiber	CC	actomyosin
GO:0001725	isa	GO:0097517	stress fiber	CC	contractile actin filament bundle
GO:0001726	part of	GO:0031252	ruffle	CC	cell leading edge
GO:0001726	isa	GO:0120025	ruffle	CC	plasma membrane bounded cell projection
GO:0001739	isa	GO:0000792	sex chromatin	CC	heterochromatin
GO:0001739	part of	GO:0000803	sex chromatin	CC	sex chromosome
GO:0001740	isa	GO:0000228	Barr body	CC	nuclear chromosome
GO:0001740	isa	GO:0000805	Barr body	CC	X chromosome
GO:0001741	isa	GO:0000803	XY body	CC	sex chromosome
GO:0001750	part of	GO:0097733	photoreceptor outer segment	CC	photoreceptor cell cilium
GO:0001750	isa	GO:0110165	photoreceptor outer segment	CC	cellular anatomical entity
GO:0001772	part of	GO:0005886	immunological synapse	CC	plasma membrane
GO:0001772	isa	GO:0110165	immunological synapse	CC	cellular anatomical entity
GO:0001891	part of	GO:0005886	phagocytic cup	CC	plasma membrane
GO:0001891	isa	GO:0110165	phagocytic cup	CC	cellular anatomical entity
GO:0001917	isa	GO:0110165	photoreceptor inner segment	CC	cellular anatomical entity
GO:0001931	part of	GO:0031254	uropod	CC	cell trailing edge
GO:0001931	isa	GO:0120025	uropod	CC	plasma membrane bounded cell projection
GO:0001939	isa	GO:0045120	female pronucleus	CC	pronucleus
GO:0001940	isa	GO:0045120	male pronucleus	CC	pronucleus
GO:0002079	part of	GO:0002080	inner acrosomal membrane	CC	acrosomal membrane
GO:0002079	isa	GO:0030659	inner acrosomal membrane	CC	cytoplasmic vesicle membrane
GO:0002080	part of	GO:0001669	acrosomal membrane	CC	acrosomal vesicle
GO:0002080	isa	GO:0030667	acrosomal membrane	CC	secretory granule membrane
GO:0002081	part of	GO:0002080	outer acrosomal membrane	CC	acrosomal membrane
GO:0002081	isa	GO:0030659	outer acrosomal membrane	CC	cytoplasmic vesicle membrane
GO:0002095	part of	GO:0005901	caveolar macromolecular signaling complex	CC	caveola
GO:0002095	isa	GO:0098797	caveolar macromolecular signaling complex	CC	plasma membrane protein complex
GO:0002096	part of	GO:0005737	polkadots	CC	cytoplasm
GO:0002096	isa	GO:0032991	polkadots	CC	protein-containing complex
GO:0002102	part of	GO:0015629	podosome	CC	actin cytoskeleton
GO:0002102	isa	GO:0043232	podosome	CC	intracellular non-membrane-bounded organelle
GO:0002111	isa	GO:0140513	BRCA2-BRAF35 complex	CC	nuclear protein-containing complex
GO:0002116	isa	GO:0043235	semaphorin receptor complex	CC	receptor complex
GO:0002133	isa	GO:0032991	polycystin complex	CC	protein-containing complex
GO:0002139	part of	GO:0032421	stereocilia coupling link	CC	stereocilium bundle
GO:0002139	isa	GO:0110165	stereocilia coupling link	CC	cellular anatomical entity
GO:0002140	isa	GO:0002139	stereocilia tip link	CC	stereocilia coupling link
GO:0002141	isa	GO:0002139	stereocilia ankle link	CC	stereocilia coupling link
GO:0002142	part of	GO:0002141	stereocilia ankle link complex	CC	stereocilia ankle link
GO:0002142	isa	GO:0032991	stereocilia ankle link complex	CC	protein-containing complex
GO:0002144	part of	GO:0005829	cytosolic tRNA wobble base thiouridylase complex	CC	cytosol
GO:0002144	isa	GO:0140535	cytosolic tRNA wobble base thiouridylase complex	CC	intracellular protein-containing complex
GO:0002144	isa	GO:1902494	cytosolic tRNA wobble base thiouridylase complex	CC	catalytic complex
GO:0002167	isa	GO:0032991	VRK3/VHR/ERK complex	CC	protein-containing complex
GO:0002169	isa	GO:0098798	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	CC	mitochondrial protein-containing complex
GO:0002169	isa	GO:1905202	3-methylcrotonyl-CoA carboxylase complex, mitochondrial	CC	methylcrotonoyl-CoA carboxylase complex
GO:0002177	part of	GO:0015630	manchette	CC	microtubule cytoskeleton
GO:0002177	isa	GO:0110165	manchette	CC	cellular anatomical entity
GO:0002178	isa	GO:1990234	palmitoyltransferase complex	CC	transferase complex
GO:0002179	isa	GO:0002178	homodimeric serine palmitoyltransferase complex	CC	palmitoyltransferase complex
GO:0002180	part of	GO:0031965	5-lipoxygenase complex	CC	nuclear membrane
