ID	Relation	Parent	Term	Ontology	Parent.Term
GO:0000179	isa	GO:0008170	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF	N-methyltransferase activity
GO:0000179	isa	GO:0016433	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF	rRNA (adenine) methyltransferase activity
GO:0000182	isa	GO:1990837	rDNA binding	MF	sequence-specific double-stranded DNA binding
GO:0000210	isa	GO:0004551	NAD+ diphosphatase activity	MF	dinucleotide phosphatase activity
GO:0000213	isa	GO:0004549	tRNA-intron endonuclease activity	MF	tRNA-specific ribonuclease activity
GO:0000213	isa	GO:0016892	tRNA-intron endonuclease activity	MF	RNA endonuclease activity, producing 3'-phosphomonoesters
GO:0000215	isa	GO:0016773	tRNA 2'-phosphotransferase activity	MF	phosphotransferase activity, alcohol group as acceptor
GO:0000215	isa	GO:0140101	tRNA 2'-phosphotransferase activity	MF	catalytic activity, acting on a tRNA
GO:0000217	isa	GO:0003677	DNA secondary structure binding	MF	DNA binding
GO:0000224	isa	GO:0016811	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	MF	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0000225	isa	GO:0016811	N-acetylglucosaminylphosphatidylinositol deacetylase activity	MF	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0000225	isa	GO:0019213	N-acetylglucosaminylphosphatidylinositol deacetylase activity	MF	deacetylase activity
GO:0000227	isa	GO:0015131	oxaloacetate secondary active transmembrane transporter activity	MF	oxaloacetate transmembrane transporter activity
GO:0000227	isa	GO:0015291	oxaloacetate secondary active transmembrane transporter activity	MF	secondary active transmembrane transporter activity
GO:0000234	isa	GO:0008170	phosphoethanolamine N-methyltransferase activity	MF	N-methyltransferase activity
GO:0000234	isa	GO:0008757	phosphoethanolamine N-methyltransferase activity	MF	S-adenosylmethionine-dependent methyltransferase activity
GO:0000246	isa	GO:0016628	delta24(24-1) sterol reductase activity	MF	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0000247	isa	GO:0016863	C-8 sterol isomerase activity	MF	intramolecular oxidoreductase activity, transposing C=C bonds
GO:0000248	isa	GO:0016717	C-5 sterol desaturase activity	MF	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0000248	isa	GO:0070704	C-5 sterol desaturase activity	MF	sterol desaturase activity
GO:0000249	isa	GO:0016717	C-22 sterol desaturase activity	MF	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0000249	isa	GO:0070704	C-22 sterol desaturase activity	MF	sterol desaturase activity
GO:0000250	isa	GO:0031559	lanosterol synthase activity	MF	oxidosqualene cyclase activity
GO:0000252	isa	GO:0016616	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	MF	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0000253	isa	GO:0016616	3-keto sterol reductase activity	MF	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0000254	isa	GO:0016716	C-4 methylsterol oxidase activity	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen
GO:0000257	isa	GO:0016815	nitrilase activity	MF	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles
GO:0000268	isa	GO:0005048	peroxisome targeting sequence binding	MF	signal sequence binding
GO:0000269	isa	GO:0015288	toxin export channel activity	MF	porin activity
GO:0000269	isa	GO:0019534	toxin export channel activity	MF	toxin transmembrane transporter activity
GO:0000277	isa	GO:0016279	[cytochrome c]-lysine N-methyltransferase activity	MF	protein-lysine N-methyltransferase activity
GO:0000285	isa	GO:0052742	1-phosphatidylinositol-3-phosphate 5-kinase activity	MF	phosphatidylinositol kinase activity
GO:0000286	isa	GO:0016638	alanine dehydrogenase activity	MF	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0000287	isa	GO:0046872	magnesium ion binding	MF	metal ion binding
GO:0000293	isa	GO:0016722	ferric-chelate reductase activity	MF	oxidoreductase activity, acting on metal ions
GO:0000295	isa	GO:0015216	adenine nucleotide transmembrane transporter activity	MF	purine nucleotide transmembrane transporter activity
GO:0000297	isa	GO:0015203	spermine transmembrane transporter activity	MF	polyamine transmembrane transporter activity
GO:0000298	isa	GO:0016462	endopolyphosphatase activity	MF	pyrophosphatase activity
GO:0000309	isa	GO:0070566	nicotinamide-nucleotide adenylyltransferase activity	MF	adenylyltransferase activity
GO:0000310	isa	GO:0106130	xanthine phosphoribosyltransferase activity	MF	purine phosphoribosyltransferase activity
GO:0000319	isa	GO:0015103	sulfite transmembrane transporter activity	MF	inorganic anion transmembrane transporter activity
GO:0000319	isa	GO:1901682	sulfite transmembrane transporter activity	MF	sulfur compound transmembrane transporter activity
GO:0000332	isa	GO:0000497	template for synthesis of G-rich strand of telomere DNA activity	MF	DNA template activity
GO:0000332	part of	GO:0003720	template for synthesis of G-rich strand of telomere DNA activity	MF	telomerase activity
GO:0000334	isa	GO:0016702	3-hydroxyanthranilate 3,4-dioxygenase activity	MF	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0000339	isa	GO:0003723	RNA cap binding	MF	RNA binding
GO:0000340	isa	GO:0000339	RNA 7-methylguanosine cap binding	MF	RNA cap binding
GO:0000341	isa	GO:0000339	RNA trimethylguanosine cap binding	MF	RNA cap binding
GO:0000342	isa	GO:0000339	RNA cap 4 binding	MF	RNA cap binding
GO:0000384	isa	GO:0140098	first spliceosomal transesterification activity	MF	catalytic activity, acting on RNA
GO:0000386	isa	GO:0140098	second spliceosomal transesterification activity	MF	catalytic activity, acting on RNA
GO:0000400	isa	GO:0000217	four-way junction DNA binding	MF	DNA secondary structure binding
GO:0000401	isa	GO:0000400	open form four-way junction DNA binding	MF	four-way junction DNA binding
GO:0000402	isa	GO:0000400	crossed form four-way junction DNA binding	MF	four-way junction DNA binding
GO:0000403	isa	GO:0000217	Y-form DNA binding	MF	DNA secondary structure binding
GO:0000404	isa	GO:0000217	heteroduplex DNA loop binding	MF	DNA secondary structure binding
GO:0000404	isa	GO:0032135	heteroduplex DNA loop binding	MF	DNA insertion or deletion binding
GO:0000405	isa	GO:0000217	bubble DNA binding	MF	DNA secondary structure binding
GO:0000406	isa	GO:0000217	double-strand/single-strand DNA junction binding	MF	DNA secondary structure binding
GO:0000497	isa	GO:0003677	DNA template activity	MF	DNA binding
GO:0000497	isa	GO:0140489	DNA template activity	MF	molecular template activity
GO:0000510	isa	GO:0140713	H3-H4 histone complex chaperone activity	MF	histone chaperone activity
GO:0000511	isa	GO:0140713	H2A-H2B histone complex chaperone activity	MF	histone chaperone activity
GO:0000513	isa	GO:0140677	actin severing activator activity	MF	molecular function activator activity
GO:0000514	isa	GO:0015078	3-sulfino-L-alanine: proton, glutamate antiporter activity	MF	proton transmembrane transporter activity
GO:0000514	isa	GO:0015175	3-sulfino-L-alanine: proton, glutamate antiporter activity	MF	neutral L-amino acid transmembrane transporter activity
GO:0000514	isa	GO:0015179	3-sulfino-L-alanine: proton, glutamate antiporter activity	MF	L-amino acid transmembrane transporter activity
GO:0000514	isa	GO:0072349	3-sulfino-L-alanine: proton, glutamate antiporter activity	MF	modified amino acid transmembrane transporter activity
GO:0000514	isa	GO:0140848	3-sulfino-L-alanine: proton, glutamate antiporter activity	MF	amino acid:monoatomic cation antiporter activity
GO:0000514	isa	GO:1901680	3-sulfino-L-alanine: proton, glutamate antiporter activity	MF	sulfur-containing amino acid secondary active transmembrane transporter activity
GO:0000515	isa	GO:0005310	aspartate:glutamate, proton antiporter activity	MF	dicarboxylic acid transmembrane transporter activity
GO:0000515	isa	GO:0015078	aspartate:glutamate, proton antiporter activity	MF	proton transmembrane transporter activity
GO:0000515	isa	GO:0015556	aspartate:glutamate, proton antiporter activity	MF	C4-dicarboxylate transmembrane transporter activity
GO:0000515	isa	GO:0140848	aspartate:glutamate, proton antiporter activity	MF	amino acid:monoatomic cation antiporter activity
GO:0000700	isa	GO:0019104	mismatch base pair DNA N-glycosylase activity	MF	DNA N-glycosylase activity
GO:0000701	isa	GO:0000700	purine-specific mismatch base pair DNA N-glycosylase activity	MF	mismatch base pair DNA N-glycosylase activity
GO:0000702	isa	GO:0019104	oxidized base lesion DNA N-glycosylase activity	MF	DNA N-glycosylase activity
GO:0000703	isa	GO:0000702	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	MF	oxidized base lesion DNA N-glycosylase activity
GO:0000704	isa	GO:0019104	pyrimidine dimer DNA N-glycosylase activity	MF	DNA N-glycosylase activity
GO:0000721	isa	GO:0016616	(R,R)-butanediol dehydrogenase activity	MF	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0000772	isa	GO:0005186	mating pheromone activity	MF	pheromone activity
GO:0000773	isa	GO:0008170	phosphatidyl-N-methylethanolamine N-methyltransferase activity	MF	N-methyltransferase activity
GO:0000773	isa	GO:0008757	phosphatidyl-N-methylethanolamine N-methyltransferase activity	MF	S-adenosylmethionine-dependent methyltransferase activity
GO:0000774	isa	GO:0030554	adenyl-nucleotide exchange factor activity	MF	adenyl nucleotide binding
GO:0000774	isa	GO:0060590	adenyl-nucleotide exchange factor activity	MF	ATPase regulator activity
GO:0000810	isa	GO:0016462	diacylglycerol diphosphate phosphatase activity	MF	pyrophosphatase activity
GO:0000822	isa	GO:0043168	inositol hexakisphosphate binding	MF	anion binding
GO:0000822	isa	GO:0043178	inositol hexakisphosphate binding	MF	alcohol binding
GO:0000823	isa	GO:0051766	inositol-1,4,5-trisphosphate 6-kinase activity	MF	inositol trisphosphate kinase activity
GO:0000824	isa	GO:0051765	inositol tetrakisphosphate 3-kinase activity	MF	inositol tetrakisphosphate kinase activity
GO:0000825	isa	GO:0051765	inositol tetrakisphosphate 6-kinase activity	MF	inositol tetrakisphosphate kinase activity
GO:0000827	isa	GO:0016776	inositol-1,3,4,5,6-pentakisphosphate kinase activity	MF	phosphotransferase activity, phosphate group as acceptor
GO:0000827	isa	GO:0180030	inositol-1,3,4,5,6-pentakisphosphate kinase activity	MF	inositol phosphate kinase activity
GO:0000828	isa	GO:0016776	inositol hexakisphosphate kinase activity	MF	phosphotransferase activity, phosphate group as acceptor
GO:0000828	isa	GO:0180030	inositol hexakisphosphate kinase activity	MF	inositol phosphate kinase activity
GO:0000829	isa	GO:0016776	inositol heptakisphosphate kinase activity	MF	phosphotransferase activity, phosphate group as acceptor
GO:0000829	isa	GO:0180030	inositol heptakisphosphate kinase activity	MF	inositol phosphate kinase activity
GO:0000830	isa	GO:0000828	inositol hexakisphosphate 4-kinase activity	MF	inositol hexakisphosphate kinase activity
GO:0000831	isa	GO:0000828	inositol hexakisphosphate 6-kinase activity	MF	inositol hexakisphosphate kinase activity
GO:0000832	isa	GO:0000828	inositol hexakisphosphate 5-kinase activity	MF	inositol hexakisphosphate kinase activity
GO:0000833	isa	GO:0000829	inositol heptakisphosphate 4-kinase activity	MF	inositol heptakisphosphate kinase activity
GO:0000834	isa	GO:0000829	inositol heptakisphosphate 6-kinase activity	MF	inositol heptakisphosphate kinase activity
GO:0000900	isa	GO:0030371	mRNA regulatory element binding translation repressor activity	MF	translation repressor activity
GO:0000900	isa	GO:0090079	mRNA regulatory element binding translation repressor activity	MF	translation regulator activity, nucleic acid binding
GO:0000901	isa	GO:0030371	translation repressor activity, non-nucleic acid binding	MF	translation repressor activity
GO:0000901	isa	GO:0045183	translation repressor activity, non-nucleic acid binding	MF	translation factor activity, non-nucleic acid binding
GO:0000906	isa	GO:0016765	6,7-dimethyl-8-ribityllumazine synthase activity	MF	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0000907	isa	GO:0016706	sulfonate dioxygenase activity	MF	2-oxoglutarate-dependent dioxygenase activity
GO:0000908	isa	GO:0016706	taurine dioxygenase activity	MF	2-oxoglutarate-dependent dioxygenase activity
GO:0000976	isa	GO:0001067	transcription cis-regulatory region binding	MF	transcription regulatory region nucleic acid binding
GO:0000976	isa	GO:1990837	transcription cis-regulatory region binding	MF	sequence-specific double-stranded DNA binding
GO:0000977	isa	GO:0000976	RNA polymerase II transcription regulatory region sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0000978	isa	GO:0000977	RNA polymerase II cis-regulatory region sequence-specific DNA binding	MF	RNA polymerase II transcription regulatory region sequence-specific DNA binding
GO:0000978	isa	GO:0000987	RNA polymerase II cis-regulatory region sequence-specific DNA binding	MF	cis-regulatory region sequence-specific DNA binding
GO:0000979	isa	GO:0000977	RNA polymerase II core promoter sequence-specific DNA binding	MF	RNA polymerase II transcription regulatory region sequence-specific DNA binding
GO:0000979	isa	GO:0001046	RNA polymerase II core promoter sequence-specific DNA binding	MF	core promoter sequence-specific DNA binding
GO:0000981	isa	GO:0003700	DNA-binding transcription factor activity, RNA polymerase II-specific	MF	DNA-binding transcription factor activity
GO:0000987	isa	GO:0000976	cis-regulatory region sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0000992	isa	GO:0000987	RNA polymerase III cis-regulatory region sequence-specific DNA binding	MF	cis-regulatory region sequence-specific DNA binding
GO:0000992	isa	GO:0001016	RNA polymerase III cis-regulatory region sequence-specific DNA binding	MF	RNA polymerase III transcription regulatory region sequence-specific DNA binding
GO:0000993	isa	GO:0001099	RNA polymerase II complex binding	MF	basal RNA polymerase II transcription machinery binding
GO:0000993	isa	GO:0043175	RNA polymerase II complex binding	MF	RNA polymerase core enzyme binding
GO:0000994	isa	GO:0043175	RNA polymerase III core binding	MF	RNA polymerase core enzyme binding
GO:0000995	isa	GO:0140223	RNA polymerase III general transcription initiation factor activity	MF	general transcription initiation factor activity
GO:0001000	isa	GO:0043175	bacterial-type RNA polymerase core enzyme binding	MF	RNA polymerase core enzyme binding
GO:0001001	isa	GO:0001050	mitochondrial single-subunit type RNA polymerase binding	MF	single-subunit type RNA polymerase binding
GO:0001002	isa	GO:0000992	RNA polymerase III type 1 promoter sequence-specific DNA binding	MF	RNA polymerase III cis-regulatory region sequence-specific DNA binding
GO:0001002	isa	GO:0080084	RNA polymerase III type 1 promoter sequence-specific DNA binding	MF	5S rDNA binding
GO:0001003	isa	GO:0000992	RNA polymerase III type 2 promoter sequence-specific DNA binding	MF	RNA polymerase III cis-regulatory region sequence-specific DNA binding
GO:0001006	isa	GO:0000992	RNA polymerase III type 3 promoter sequence-specific DNA binding	MF	RNA polymerase III cis-regulatory region sequence-specific DNA binding
GO:0001010	isa	GO:0030674	RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity	MF	protein-macromolecule adaptor activity
GO:0001016	isa	GO:0000976	RNA polymerase III transcription regulatory region sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001018	isa	GO:0000976	mitochondrial promoter sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001019	isa	GO:0000976	plastid promoter transcription regulatory region sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001025	isa	GO:0140296	RNA polymerase III general transcription initiation factor binding	MF	general transcription initiation factor binding
GO:0001039	isa	GO:0000992	RNA polymerase III hybrid type promoter sequence-specific DNA binding	MF	RNA polymerase III cis-regulatory region sequence-specific DNA binding
GO:0001042	isa	GO:0043175	RNA polymerase I core binding	MF	RNA polymerase core enzyme binding
GO:0001046	isa	GO:0000976	core promoter sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001048	isa	GO:0043175	RNA polymerase IV core binding	MF	RNA polymerase core enzyme binding
GO:0001049	isa	GO:0043175	RNA polymerase V core binding	MF	RNA polymerase core enzyme binding
GO:0001050	isa	GO:0070063	single-subunit type RNA polymerase binding	MF	RNA polymerase binding
GO:0001051	isa	GO:0001050	plastid single-subunit type RNA polymerase binding	MF	single-subunit type RNA polymerase binding
GO:0001052	isa	GO:0001000	plastid PEP RNA polymerase core enzyme binding	MF	bacterial-type RNA polymerase core enzyme binding
GO:0001054	isa	GO:0003899	RNA polymerase I activity	MF	DNA-directed 5'-3' RNA polymerase activity
GO:0001055	isa	GO:0003899	RNA polymerase II activity	MF	DNA-directed 5'-3' RNA polymerase activity
GO:0001056	isa	GO:0003899	RNA polymerase III activity	MF	DNA-directed 5'-3' RNA polymerase activity
GO:0001057	isa	GO:0003899	RNA polymerase IV activity	MF	DNA-directed 5'-3' RNA polymerase activity
GO:0001058	isa	GO:0003899	RNA polymerase V activity	MF	DNA-directed 5'-3' RNA polymerase activity
GO:0001064	isa	GO:0003899	single subunit type RNA polymerase activity	MF	DNA-directed 5'-3' RNA polymerase activity
GO:0001065	isa	GO:0001064	mitochondrial single subunit type RNA polymerase activity	MF	single subunit type RNA polymerase activity
GO:0001066	isa	GO:0001064	plastid single subunit type RNA polymerase activity	MF	single subunit type RNA polymerase activity
GO:0001067	isa	GO:0003676	transcription regulatory region nucleic acid binding	MF	nucleic acid binding
GO:0001068	isa	GO:0001069	transcription regulatory region RNA binding	MF	regulatory region RNA binding
GO:0001069	isa	GO:0001067	regulatory region RNA binding	MF	transcription regulatory region nucleic acid binding
GO:0001069	isa	GO:0003723	regulatory region RNA binding	MF	RNA binding
GO:0001070	isa	GO:0140110	RNA-binding transcription regulator activity	MF	transcription regulator activity
GO:0001072	isa	GO:0140110	transcription antitermination factor activity, RNA binding	MF	transcription regulator activity
GO:0001073	isa	GO:0140110	transcription antitermination factor activity, DNA binding	MF	transcription regulator activity
GO:0001091	isa	GO:0001099	RNA polymerase II general transcription initiation factor binding	MF	basal RNA polymerase II transcription machinery binding
GO:0001091	isa	GO:0140296	RNA polymerase II general transcription initiation factor binding	MF	general transcription initiation factor binding
GO:0001092	isa	GO:0001091	TFIIA-class transcription factor complex binding	MF	RNA polymerase II general transcription initiation factor binding
GO:0001092	isa	GO:0044877	TFIIA-class transcription factor complex binding	MF	protein-containing complex binding
GO:0001093	isa	GO:0001091	TFIIB-class transcription factor binding	MF	RNA polymerase II general transcription initiation factor binding
GO:0001094	isa	GO:0001091	TFIID-class transcription factor complex binding	MF	RNA polymerase II general transcription initiation factor binding
GO:0001094	isa	GO:0044877	TFIID-class transcription factor complex binding	MF	protein-containing complex binding
GO:0001095	isa	GO:0001091	TFIIE-class transcription factor complex binding	MF	RNA polymerase II general transcription initiation factor binding
GO:0001095	isa	GO:0044877	TFIIE-class transcription factor complex binding	MF	protein-containing complex binding
GO:0001096	isa	GO:0001091	TFIIF-class transcription factor complex binding	MF	RNA polymerase II general transcription initiation factor binding
GO:0001096	isa	GO:0044877	TFIIF-class transcription factor complex binding	MF	protein-containing complex binding
GO:0001097	isa	GO:0001091	TFIIH-class transcription factor complex binding	MF	RNA polymerase II general transcription initiation factor binding
GO:0001097	isa	GO:0044877	TFIIH-class transcription factor complex binding	MF	protein-containing complex binding
GO:0001098	isa	GO:0005515	basal transcription machinery binding	MF	protein binding
GO:0001099	isa	GO:0001098	basal RNA polymerase II transcription machinery binding	MF	basal transcription machinery binding
GO:0001108	isa	GO:0001098	bacterial-type RNA polymerase holo enzyme binding	MF	basal transcription machinery binding
GO:0001139	isa	GO:0000993	RNA polymerase II complex recruiting activity	MF	RNA polymerase II complex binding
GO:0001139	isa	GO:0030674	RNA polymerase II complex recruiting activity	MF	protein-macromolecule adaptor activity
GO:0001147	isa	GO:0000976	transcription termination site sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001154	isa	GO:0001025	TFIIIB-class transcription factor complex binding	MF	RNA polymerase III general transcription initiation factor binding
GO:0001155	isa	GO:0001025	TFIIIA-class transcription factor binding	MF	RNA polymerase III general transcription initiation factor binding
GO:0001156	isa	GO:0001025	TFIIIC-class transcription factor complex binding	MF	RNA polymerase III general transcription initiation factor binding
GO:0001161	isa	GO:0000976	intronic transcription regulatory region sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001162	isa	GO:0000977	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	MF	RNA polymerase II transcription regulatory region sequence-specific DNA binding
GO:0001162	isa	GO:0001161	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	MF	intronic transcription regulatory region sequence-specific DNA binding
GO:0001163	isa	GO:0000976	RNA polymerase I transcription regulatory region sequence-specific DNA binding	MF	transcription cis-regulatory region binding
GO:0001164	isa	GO:0001046	RNA polymerase I core promoter sequence-specific DNA binding	MF	core promoter sequence-specific DNA binding
GO:0001164	isa	GO:0001163	RNA polymerase I core promoter sequence-specific DNA binding	MF	RNA polymerase I transcription regulatory region sequence-specific DNA binding
GO:0001165	isa	GO:0001163	RNA polymerase I cis-regulatory region sequence-specific DNA binding	MF	RNA polymerase I transcription regulatory region sequence-specific DNA binding
GO:0001179	isa	GO:0140296	RNA polymerase I general transcription initiation factor binding	MF	general transcription initiation factor binding
GO:0001181	isa	GO:0140223	RNA polymerase I general transcription initiation factor activity	MF	general transcription initiation factor activity
GO:0001216	isa	GO:0003700	DNA-binding transcription activator activity	MF	DNA-binding transcription factor activity
GO:0001217	isa	GO:0003700	DNA-binding transcription repressor activity	MF	DNA-binding transcription factor activity
GO:0001221	isa	GO:0008134	transcription coregulator binding	MF	transcription factor binding
GO:0001222	isa	GO:0001221	transcription corepressor binding	MF	transcription coregulator binding
GO:0001223	isa	GO:0001221	transcription coactivator binding	MF	transcription coregulator binding
GO:0001227	isa	GO:0000981	DNA-binding transcription repressor activity, RNA polymerase II-specific	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0001227	isa	GO:0001217	DNA-binding transcription repressor activity, RNA polymerase II-specific	MF	DNA-binding transcription repressor activity
GO:0001228	isa	GO:0000981	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0001228	isa	GO:0001216	DNA-binding transcription activator activity, RNA polymerase II-specific	MF	DNA-binding transcription activator activity
GO:0001406	isa	GO:0008514	glycerophosphodiester transmembrane transporter activity	MF	organic anion transmembrane transporter activity
GO:0001406	isa	GO:0015605	glycerophosphodiester transmembrane transporter activity	MF	organophosphate ester transmembrane transporter activity
GO:0001409	isa	GO:0015216	guanine nucleotide transmembrane transporter activity	MF	purine nucleotide transmembrane transporter activity
GO:0001512	isa	GO:0016679	dihydronicotinamide riboside quinone reductase activity	MF	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0001515	isa	GO:0048018	opioid peptide activity	MF	receptor ligand activity
GO:0001517	isa	GO:0008146	N-acetylglucosamine 6-O-sulfotransferase activity	MF	sulfotransferase activity
GO:0001530	isa	GO:0008289	lipopolysaccharide binding	MF	lipid binding
GO:0001530	isa	GO:0097367	lipopolysaccharide binding	MF	carbohydrate derivative binding
GO:0001531	isa	GO:0005126	interleukin-21 receptor binding	MF	cytokine receptor binding
GO:0001532	isa	GO:0004896	interleukin-21 receptor activity	MF	cytokine receptor activity
GO:0001537	isa	GO:0008146	N-acetylgalactosamine 4-O-sulfotransferase activity	MF	sulfotransferase activity
